fem,ment,phd,mar,kid5,art
1,3.999999,2.25,0,0,1
1,17,4.6199999,1,1,2
1,4.9999981,3.5899999,1,0,1
1,0.9999999,4.29,1,0,0
1,1.9999999,2.1199999,0,0,2
1,3,2.26,0,0,2
1,3,2.26,1,0,4
1,4.9999981,4.29,0,0,0
1,3,3.5899999,1,1,3
1,13,4.29,1,2,1
1,1.9999999,2,0,0,1
1,0,1.97,1,2,0
1,7.9999986,3.9200001,1,0,0
1,39,2.8599999,0,0,4
1,26,2.8299999,0,0,2
1,3,3.3599999,1,1,3
1,22.9999962,2.5599999,0,0,4
1,7.9999986,1.63,0,0,1
1,22,4.6199999,0,0,3
1,4.9999981,4.6199999,0,0,1
1,21,4.29,1,0,3
1,6.0000005,4.29,1,1,0
1,3.999999,4.29,1,1,2
1,24.0000019,4.29,1,0,6
1,6.0000005,4.29,1,0,1
1,33.9999924,3.3599999,0,0,1
1,0,3.21,0,0,2
1,9.999999,2,0,0,1
1,1.9999999,3.21,1,2,2
1,3,2.5799999,1,2,2
1,3,2.5799999,1,0,0
1,0.9999999,2.8299999,0,0,0
1,6.0000005,3.1900001,0,0,1
1,3,3.47,0,0,1
1,22.9999962,4.6199999,1,0,2
1,13,4.25,1,0,4
1,4.9999981,1.86,1,0,2
1,9,4.29,1,1,0
1,9,3.3599999,0,0,0
1,9.999999,1.8,1,0,2
1,0,1.655,0,0,1
1,6.0000005,2.8599999,0,0,0
1,13.9999971,4.6199999,0,0,2
1,3,4.29,0,0,0
1,4.9999981,2.3599999,1,0,4
1,10.9999971,1.8099999,1,0,1
1,32.0000114,3.5899999,1,0,1
1,9.999999,1.76,0,0,0
1,4.9999981,2,1,0,1
1,13.9999971,3.5899999,0,0,5
1,6.0000005,2.26,1,0,3
1,3.999999,2.26,0,0,1
1,3.999999,1.76,1,1,1
1,0.9999999,3.5899999,1,0,1
1,0.9999999,3.5899999,1,0,0
1,4.9999981,2.8299999,1,1,1
1,1.9999999,2.5799999,0,0,1
1,17.9999981,4.6199999,1,0,1
1,15.000001,2.3199999,0,0,1
1,0,2.3900001,1,0,0
1,22,2.96,1,0,3
1,10.9999971,2.1199999,0,0,0
1,17.9999981,4.6199999,1,0,1
1,3,2.25,1,0,1
1,7.9999986,1.76,1,0,1
1,12,4.54,0,0,6
1,9.999999,3.6900001,1,1,2
1,1.9999999,1.25,0,0,0
1,4.9999981,1.25,1,0,1
1,3.999999,3.1900001,1,0,0
1,0,2.5799999,1,2,0
1,6.9999995,2,1,1,2
1,0.9999999,2.76,0,0,0
1,3.999999,2.54,0,0,2
1,0,3.1900001,0,0,0
1,9,3.0899999,1,2,1
1,3.999999,3.1900001,0,0,2
1,0,3.0899999,0,0,0
1,7.9999986,2.26,0,0,2
1,9,2.26,1,1,1
1,7.9999986,3.3599999,1,0,2
1,9,3.1500001,1,0,1
1,3.999999,4.54,1,0,0
1,0,3.5899999,1,0,2
1,3,3.47,1,0,1
1,1.9999999,2.8599999,1,1,1
1,6.0000005,2.26,1,0,0
1,3.999999,3.47,1,1,2
1,0,2.76,1,0,0
1,1.9999999,3.5899999,1,2,0
1,13,3.75,0,0,5
1,1.9999999,2.5799999,1,2,1
1,1.9999999,3.5899999,1,1,2
1,15.9999981,1.89,1,2,3
1,9,3.1500001,0,0,7
1,12,2.8699999,0,0,5
1,0.9999999,2.1199999,1,2,0
1,3.999999,4.6199999,1,0,1
1,0,2.3900001,0,0,0
1,10.9999971,2.1199999,0,0,0
1,4.9999981,1.8099999,1,0,0
1,7.9999986,2.3199999,0,0,4
1,15.000001,2.3900001,0,0,0
1,6.0000005,3.75,1,0,3
1,0,2,0,0,0
1,13.9999971,3.5899999,1,1,0
1,4.9999981,4.29,0,0,2
1,0,2.5799999,1,0,0
1,4.9999981,4.6199999,1,0,0
1,3,1.505,0,0,0
1,3.999999,3.75,1,0,2
1,3.999999,3.75,1,2,0
1,0,1.75,1,0,1
1,0,2.1199999,1,0,1
1,4.9999981,3.75,0,0,2
1,0,0.755,0,0,0
1,6.9999995,2.25,0,0,1
1,3,3.1900001,0,0,1
