"y","x1","x2","x3","x4","x5"
-1.1796,0.0067891,-0.12247,0.067785,-0.057418,-0.10708
2.1135,0.48193,0.18046,-0.13139,0.056,0.022178
0.69711,0.32074,-0.13721,0.062212,-0.11913,0.069206
-1.1761,-0.27267,-0.24839,0.023292,0.014125,0.11828
-0.14392,0.16059,-0.41563,0.16747,-0.094444,0.11088
-1.4852,-0.1143,-0.15964,-0.17458,0.070399,0.048774
0.98065,0.13695,-0.087848,0.15061,-0.064145,-0.17381
-1.5598,0.16512,-0.11174,-0.045973,-0.07837,-0.062949
-0.57382,-0.29499,0.091092,0.019697,0.051436,-0.10997
0.53441,-0.34222,-0.63411,0.056292,0.14805,0.071317
0.92053,-0.48494,0.034127,0.09843,0.13911,0.067948
-0.22085,0.33039,0.1171,-0.041868,0.06428,-0.080801
1.117,0.061802,0.25902,0.11032,-0.055447,-0.018973
0.040247,-0.16516,0.074155,-0.021072,0.12077,-0.049379
-2.4668,0.039428,-0.87677,-0.039805,0.0083021,0.13433
-1.7206,-0.21161,-0.27562,0.042443,0.027335,0.21642
1.3057,0.27009,-0.38742,-0.023586,0.015482,-0.035024
0.77823,-0.40865,0.60681,0.13334,0.0063375,0.011417
0.017668,-0.080798,0.28722,0.059552,-0.048447,-0.013169
0.49522,0.36064,0.35301,0.010408,-0.18484,-0.066076
0.96735,-0.39496,0.89338,-0.035356,0.31733,-0.066595
-0.083801,-0.47439,-0.0033523,-0.070774,0.092335,-0.0042717
1.5347,0.077267,0.063724,-0.064062,0.03515,0.064271
-2.4823,0.02776,-0.10523,-0.13851,0.093576,-0.20056
0.28887,0.18618,-0.02696,-0.15431,-0.042107,0.075158
-0.84187,-0.34166,-0.36536,0.038052,0.18388,-0.094478
-0.67201,0.22658,-0.27513,-0.11783,0.10009,-0.018662
-1.6594,-0.3562,0.006218,0.013597,0.12691,0.010496
-0.48325,0.11853,0.0072428,-0.12947,0.17516,-0.024351
-0.69013,0.098654,0.14551,0.011589,-0.049596,0.085441
0.86273,0.030405,0.62568,-0.18071,0.17971,0.008814
0.37524,0.41489,0.19872,0.040823,-0.11404,-0.096153
-0.2471,-0.50306,-0.17305,0.084517,0.031622,-0.034477
1.8094,-0.066935,-0.25622,-0.014352,-0.012312,-0.02245
0.18477,0.61137,0.074514,-0.075432,-0.069996,-0.11556
-0.87521,0.046633,-0.43087,-0.064854,0.081726,-0.16916
-1.3327,-0.21303,0.016347,-0.033137,0.13042,0.21742
0.37327,0.19165,0.1404,0.037179,0.10429,-0.09035
1.2944,0.11344,0.1939,0.0098636,-0.07435,0.035238
0.97697,0.26829,-0.10468,-0.07898,-0.12785,0.062042
-1.2051,0.049661,-0.29902,-0.029724,-0.0027774,-0.021423
-1.6359,-0.44986,0.16092,0.056485,-0.086417,0.055266
-0.24867,-0.23503,0.55951,0.058133,-0.030102,-0.025991
-1.8762,-0.018833,-0.00035432,0.023079,0.093246,0.033796
-0.45765,-0.29592,-0.25627,0.16297,0.01395,0.033109
-0.48049,0.26292,0.15056,-0.071875,0.012367,0.031417
1.0725,-0.58219,0.17745,0.051351,-0.0093945,0.10492
1.1677,-0.33708,0.051636,0.045529,-0.061039,-0.0030961
-0.14563,0.28011,-0.20072,0.10344,-0.069382,-0.0068161
0.40767,-0.30611,-0.33417,0.028213,0.11842,-0.0032694
-0.87561,-0.21135,-0.34479,-0.037092,0.25539,0.06552
0.14014,0.21799,0.17695,-0.083304,0.042302,-0.027115
0.68621,-0.17559,0.47699,0.087533,0.18141,-0.058627
1.7276,0.38869,-0.13141,-0.062407,0.033697,-0.1012
-0.77978,-0.2319,0.38576,-0.053135,0.18921,0.062863
-0.89425,-0.050082,-0.44764,0.10592,0.0014332,-0.069563
-0.38926,0.046007,-0.31276,-0.16601,-0.073316,-0.030801
1.8646,0.22915,0.29742,0.071195,-0.070735,0.066284
1.2968,0.33281,-0.65754,-0.048606,-0.054443,-0.058552
1.591,0.042831,0.040226,0.071069,-0.0085375,0.049519
0.60496,0.54249,-0.30241,0.075917,-0.05225,-0.080286
-0.14721,-0.13165,0.57489,-0.023939,0.12436,-0.07303
-0.6346,-0.24798,0.38531,0.072374,0.053509,-0.073275
-1.3693,0.064587,-0.29143,0.057658,0.16068,-0.025764
0.33481,0.040052,0.21338,-0.099084,-0.080569,0.14089
-1.4586,0.17733,-0.46485,-0.045818,0.04905,-0.0050272
0.66561,0.30411,0.097267,-0.032054,-0.041392,-0.062515
-1.5247,-0.13993,-0.33164,-0.03839,0.10593,0.11261
-1.2523,0.43965,-0.24266,-0.027414,-0.15547,0.0041171
1.7362,-0.47387,0.564,0.017692,0.042243,-0.03962
-0.46146,0.55337,-0.030293,-0.078203,-0.059566,-0.14541
0.35161,-0.35993,-0.022391,0.077124,-0.094086,0.047569
-1.6576,0.22701,-0.36461,-0.15466,-0.0048785,0.082498
1.3126,-0.36833,0.23153,0.061537,0.041702,0.016535
1.2198,0.21195,-0.37322,-0.022316,0.050867,0.065644
1.2073,-0.091822,0.022236,-0.15399,0.014871,0.044768
-1.2279,-0.22222,0.048449,-0.0023842,-0.08512,-0.037569
1.1455,0.45101,0.11979,0.036359,0.083615,-0.22264
1.7294,-0.52781,0.58475,0.002038,0.029841,-0.0066616
-0.44072,0.008382,0.026879,-0.030151,-0.062894,-0.012634
-0.33741,0.098568,-0.86698,-0.0053899,-0.041369,0.16712
-0.16309,-0.27831,-0.38636,-0.092914,0.24962,-0.059105
-0.33885,-0.16407,-0.083958,-0.0057846,0.0039418,0.04015
-2.1404,0.41842,-0.58719,-0.14442,-0.22578,0.03037
-1.7564,0.36721,-0.44578,-0.033106,-0.022042,-0.029708
-1.4095,-0.011746,0.15637,-0.028557,-0.052541,-0.11972
-1.151,-0.35588,0.2417,0.071881,0.09258,-0.04471
-1.6552,-0.098404,0.41942,0.05101,0.023561,0.083131
0.59722,0.14501,-0.30727,-0.085583,0.12197,0.042172
1.1405,-0.1585,0.50893,-0.11812,0.037653,0.15325
0.98131,0.034478,-0.039812,0.06362,-0.08603,0.032561
0.41213,0.0020588,0.40573,-0.18244,0.16025,-0.044492
0.32812,-0.017436,0.18613,0.1278,0.12625,-0.080419
-0.76955,-0.14885,0.33863,-0.037711,0.042731,-0.158
-2.404,-0.20697,-0.36343,-0.058624,0.03209,0.00012877
-0.40933,0.59131,0.28236,-0.11805,-0.01868,-0.0010124
0.41134,0.044909,-0.11655,-0.04989,0.15802,0.099013
0.16626,0.20632,0.18849,-0.049956,0.1082,0.045184
-1.3406,0.13103,0.1017,-0.0097074,0.024647,0.013848
0.9309,-0.12975,-0.43048,0.010386,0.1898,0.10427
0.31578,0.27005,0.21856,-0.088522,-0.054174,0.016345
-0.83938,-0.21409,-0.20859,-0.10494,-0.0085196,-0.045961
2.1592,-0.13427,0.66324,0.089843,-0.10013,-0.051141
0.81919,0.26085,-0.16849,-0.026058,-0.098592,-0.087194
-0.025502,0.28493,-0.68431,-0.11853,0.2466,-0.25051
0.15685,0.49032,0.26578,0.021734,0.089699,-0.16889
0.0065101,0.25445,-0.027225,-0.038767,0.12988,-0.071043
-0.56897,0.34301,-0.045635,-0.025485,0.089339,-0.031203
-2.3099,-0.52154,-0.065744,0.0053534,0.12909,0.025435
0.68609,-0.42428,-0.1485,0.014666,0.046722,0.21331
-0.63867,0.055663,-0.16293,0.0027722,-0.13645,0.020859
-0.21428,0.33348,0.02846,-0.15109,-0.038786,-0.036605
-0.90396,0.14985,-0.40765,-0.046256,0.091982,-0.0086747
0.81788,-0.22841,-0.20013,0.092854,0.14699,0.024726
0.58763,-0.11982,-0.28835,0.0061331,-0.037993,-0.026491
-0.51659,0.11718,0.20209,0.014996,-0.063692,-0.16864
0.53263,0.11029,0.039161,-0.051877,0.13284,0.024415
1.0536,0.14026,-0.14685,-0.0090693,0.10033,-0.016488
-0.97944,-0.39995,-0.27528,0.026895,0.21359,0.164
1.2956,0.09864,0.14112,0.069593,0.043756,-0.10741
-1.9006,-0.11607,0.52652,-0.05098,-0.36447,0.053606
-0.73437,0.085051,-0.0060105,-0.088815,-0.20121,0.12431
-1.452,0.26884,-0.10806,0.073245,-0.076251,-0.10571
-0.022368,-0.15452,-0.10647,0.0073502,-0.10035,0.064426
-1.2761,-0.023438,-0.44409,0.17916,0.11664,-0.056286
0.15865,-0.051395,0.3097,-0.070998,0.096811,0.011257
-0.69103,-0.21175,-0.50835,0.016097,-0.00048138,-0.043328
1.195,-0.57507,0.33079,-0.013156,0.042754,0.051084
0.89178,0.27333,-0.18472,0.077672,0.0008204,-0.014239
-1.4981,0.27117,-0.35378,-0.075983,-0.0052704,-0.074173
-1.3903,-0.0052794,0.090564,0.042941,0.027773,-0.20172
-0.38244,-0.037835,-0.55627,0.14107,0.060992,-0.13958
0.57844,0.099546,0.26906,-0.00071238,0.016467,-0.10184
-1.1813,-0.13329,-0.15933,0.042199,0.075578,0.14788
1.1875,0.3746,-0.52998,-0.045425,0.019531,-0.033968
0.82851,-0.36039,0.25514,-0.047416,0.17141,-0.021777
1.4593,0.6232,-0.29786,-0.049456,-0.13538,-0.06012
0.16561,0.41635,-0.11437,0.013814,0.12861,0.011084
1.4029,0.011614,-0.068648,0.14087,0.16216,-0.18244
-0.62226,0.071731,0.0020167,0.13895,0.066183,-0.11948
2.3162,0.19159,0.19485,-0.012974,-0.14713,-0.11257
-0.024469,-0.27071,0.21291,0.060758,0.23121,-0.055703
-0.72478,0.0079753,0.28849,0.10703,-0.062407,-0.1022
-1.5179,-0.13088,-0.042611,0.0079575,-0.07977,-0.073826
1.3471,-0.13719,0.023763,0.030649,-0.094144,0.030442
0.41633,0.0088357,-0.558,-0.065405,0.09011,0.049153
-0.79278,0.0078061,0.56697,-0.092522,-0.10895,-0.099508
-0.060698,-0.2225,-0.1094,-0.036046,0.1029,0.03929
0.018455,0.27907,0.0069099,0.0065543,0.0092884,0.10491
-0.66834,0.1617,-0.26105,0.053644,-0.1605,-0.019101
1.2433,-0.27017,0.096559,0.069157,-0.074455,0.05851
-0.73765,0.15232,-0.32735,-0.037331,-0.037424,0.0047898
-0.91399,0.164,0.30885,0.15141,0.12375,-0.053561
0.36133,-0.35605,0.55929,0.081177,-0.10609,-0.074381
-1.3303,-0.27045,0.10486,0.054284,0.06386,0.02139
1.4159,0.11645,-0.20253,0.013825,-0.0095375,0.12848
0.2067,-0.081864,-0.44637,0.073974,-0.072069,-0.07481
0.21696,0.53507,0.28227,-0.08803,-0.078784,-0.090569
1.3282,0.27625,-0.031162,-0.0081188,-0.078279,-0.014997
0.41567,-0.0075012,0.13791,-0.037307,-0.060203,0.045961
-1.7391,-0.0063516,-0.18466,0.042332,0.039191,-0.038717
0.35266,0.21098,-0.15335,0.042817,0.067848,-0.013089
0.0015221,0.23374,0.029166,-0.12367,-0.034977,0.066451
-1.7614,-0.23295,-0.088198,0.039799,0.21158,-0.093473
-0.91341,-0.060835,-0.45831,0.12929,-0.051618,-0.038538
-1.0878,-0.13631,-0.52586,-0.024198,-0.053451,-0.10973
-1.6959,0.18914,-0.35481,-0.038668,0.16165,-0.14291
0.085008,-0.18212,0.37933,0.041526,-0.13272,0.028167
-0.95161,-0.25109,-0.085244,0.02285,0.048309,-0.033376
1.596,0.089231,0.14512,-0.043399,-0.011997,0.081012
-0.79902,-0.59612,-0.28286,0.103,-0.039479,0.043685
-1.3962,-0.21263,0.2306,0.061396,0.17965,0.0092771
-0.30131,-0.40575,-0.086285,-0.010484,0.17628,-0.012371
0.3818,0.33493,0.30602,-0.060913,0.0093304,-0.3312
0.31341,0.17577,0.46675,-0.066832,0.056257,-0.1267
1.1852,-0.221,0.086522,0.03385,0.0043493,-0.031908
-1.1714,0.21825,0.019874,0.018445,-0.068128,-0.14912
0.57464,-0.18846,-0.2435,-0.061004,0.0033174,0.031758
0.3293,0.69206,-0.27952,0.040331,0.088419,-0.2359
1.389,0.35666,0.26068,-0.03379,-0.27372,-0.01608
-1.4015,-0.018037,0.071413,-0.13027,-0.061138,0.063115
0.93523,-0.39357,-0.082938,-0.0095191,0.28012,-0.016603
-0.58761,0.0035534,-0.46507,-0.066104,0.20585,-0.048827
1.334,0.23224,0.22528,-0.065165,0.0081348,-0.0037302
1.2223,-0.17179,0.0046192,0.12387,0.02335,-0.062107
1.2694,0.25175,0.15295,-0.07019,-0.30066,-0.017834
-1.1216,-0.37887,0.65246,-0.028206,0.081579,0.051549
-1.5298,-0.051828,0.20772,-0.033328,-0.039073,0.047991
-0.96605,0.27675,-0.54558,-0.10936,-0.19374,0.010303
0.91449,-0.19685,0.043498,0.028315,0.071782,0.056217
-1.7471,0.069995,0.074697,-0.073459,0.033162,-0.0087583
-0.24132,-0.044576,0.12882,-0.0098981,0.13287,0.10528
0.97028,-0.08527,0.32272,0.078247,0.011334,-0.18818
-0.72006,-0.044941,-0.63822,0.029849,0.14539,-0.051852
0.15172,0.43873,0.22676,0.15899,-0.23317,-0.073613
-0.44177,-0.22572,-0.15539,-0.10894,0.087478,-0.060204
1.6064,-0.03129,0.22377,0.072436,-0.10708,-0.10827
-0.39596,0.66081,-0.29777,0.01221,-0.14994,-0.059609
-1.3119,0.20148,-0.26432,0.053069,-0.088688,-0.13395
-0.90291,-0.11898,-0.16547,-0.042127,-0.0046426,-0.10991
-0.30893,0.23302,-0.30917,-0.031624,0.078676,0.11066
-0.66322,0.30085,-0.73112,-0.063492,-0.075705,-0.067166
-1.6686,-0.14044,0.13203,-0.021075,-0.092567,-0.038222
1.6497,-0.17729,0.41718,0.0247,0.076682,-0.16714
1.4851,0.49572,-0.59101,-0.034857,-0.028387,0.14788
-0.34542,-0.25823,-0.41193,0.054233,0.028968,-0.021609
-0.43954,-0.1929,-0.024263,-0.016931,0.14652,0.011487
-0.74316,0.17584,-0.21945,-0.10664,-0.16786,0.10111
-0.38782,-0.22614,-0.15722,0.00063988,0.0082356,0.036854
0.16495,0.25442,0.11469,0.14297,-0.12257,-0.066836
0.47829,-0.15464,0.45686,-0.12987,0.080358,0.060094
-0.61636,0.049108,-0.038873,-0.1065,-0.036573,0.022543
-0.76928,-0.55775,0.40646,-0.0069565,0.27917,0.22966
0.81026,-0.044423,-0.24324,0.0024715,-0.1433,0.0041506
-1.5295,0.22804,-0.21351,0.026797,-0.050852,-0.098548
1.138,0.11234,0.15394,0.099758,0.030083,-0.030589
-0.58932,0.51116,-0.11134,0.014502,-0.035299,-0.031703
0.2336,0.50106,0.019838,-0.0092139,-0.035527,-0.066362
2.0207,0.052556,0.19235,-0.031255,0.071565,-0.020746
0.045102,-0.17208,0.74104,0.1397,-0.044727,-0.22775
1.3475,0.29249,-0.023036,0.0093528,0.15414,-0.090895
-0.058467,0.043496,0.14056,0.070065,-0.025607,-0.11198
-1.2996,0.13764,-0.41938,0.050039,0.091934,-0.071744
0.3104,0.14822,0.089073,-0.17641,-0.084842,-0.055991
-0.62712,0.30424,0.2099,-0.085934,-0.14619,-0.043982
1.3219,0.11328,-0.087139,0.062027,-0.047419,-0.026752
0.72573,-0.17959,0.40746,-0.0020955,0.071132,0.13928
0.30711,-0.018702,0.020882,-0.20363,-0.084224,0.0098625
-0.18038,-0.18816,-0.64497,-0.16143,0.10352,0.13605
-1.5765,0.32175,0.060789,-0.12631,-0.10059,-0.06142
-0.79291,0.24443,-0.02288,-0.031077,-0.13759,0.063242
1.3331,-0.011322,-0.018159,-0.05521,0.19106,0.023202
-0.77388,0.19769,-0.050038,-0.047828,0.074426,-0.12786
-0.43481,-0.17288,-0.56229,0.017983,0.0053662,-0.012207
1.0014,0.14702,0.42444,-0.12801,-0.14113,0.037422
-0.43324,-0.04152,-0.57162,-0.047603,-0.084288,0.093966
-0.54979,0.1039,0.27623,0.14038,-0.11322,0.047869
0.51465,-0.37448,-0.15161,-0.010459,-0.028904,0.063764
-0.56083,-0.43775,-0.1322,0.021695,0.10932,0.21339
-0.12135,-0.12629,0.50185,-0.084816,0.21052,-0.10391
-0.68002,-0.14345,-0.15015,0.090162,0.13825,-0.023615
-0.46553,-0.2859,0.15434,0.007354,-0.004423,-0.019866
0.88784,-0.20782,-0.22806,0.080337,0.19509,0.1191
-0.13657,-0.19181,-0.20187,0.079591,0.07659,0.15436
-1.8703,-0.24719,-0.49739,0.11151,0.044673,-0.16321
-1.9672,-0.2376,0.052379,-0.030703,-0.068433,0.023521
1.0095,-0.076146,-0.20755,-0.077483,0.056854,0.14722
-1.4605,0.35876,0.18639,0.004046,-0.24902,-0.15208
-0.90753,-0.20589,-0.37663,0.019608,-0.03226,-0.046498
0.37498,0.11524,0.13194,0.066998,-0.12919,-0.027573
1.0221,0.11017,-0.080051,-0.1325,0.19194,0.051585
-0.12042,-0.40255,-0.068822,-0.03833,-0.1249,-0.042856
0.47238,0.47592,-0.32325,-0.17251,0.17438,-0.14902
0.88062,0.061846,0.023254,-0.04247,0.20658,-0.049062
1.4104,0.043853,0.24369,0.052321,-0.063078,-0.19097
0.67138,-0.76755,0.43893,0.055775,-0.046985,0.12686
0.9817,0.15057,-0.35638,-0.0014238,-0.022832,0.033782
0.029482,0.22762,0.046171,0.028865,-0.074495,0.047223
-0.80144,0.1527,0.34681,-0.058748,0.011745,-0.15765
0.33496,0.39377,0.38328,-0.025604,0.02413,-0.16731
-0.67333,-0.040317,-0.77918,0.022377,0.088974,-0.055705
1.1453,0.39263,-0.2896,0.037713,-0.020572,0.038921
-0.31877,0.66151,-0.47304,-0.028668,-0.019125,-0.028714
-2.4831,-0.062545,-0.36326,-0.11433,0.017787,-0.022234
0.7357,0.19668,0.27574,0.02488,-0.027032,0.029467
0.53972,-0.33929,0.30221,-0.08051,0.032445,-0.02781
-0.57711,-0.1094,0.21474,-0.024139,0.019607,0.095382
-1.4289,-0.35065,-0.18975,0.18063,0.01719,-0.014553
-1.6501,-0.013323,-0.098238,-0.112,0.072643,0.013965
-0.13406,-0.79891,-0.20503,0.051547,0.11069,0.032891
0.40898,0.44783,-0.25088,0.043785,-0.19488,0.094238
-1.2548,-0.19414,0.19708,0.030902,-0.049155,0.020958
-1.6749,-0.43813,0.10463,0.10942,-0.038352,-0.035029
1.3403,-0.49519,0.091294,-0.014961,0.076264,0.21527
1.6911,0.20615,0.19333,-0.10033,-0.057124,-0.15034
-0.89779,-0.57086,0.064341,0.04988,0.085105,0.10479
-0.78963,0.038758,-0.23586,-0.097915,0.1586,-0.094376
-1.2812,0.35101,-0.46912,-0.05944,-0.22614,-0.046728
1.6354,-0.71801,0.34973,0.016535,0.10217,0.011444
0.93418,0.060915,-0.077023,-0.075244,0.041556,-0.02615
-0.80814,0.20955,0.27015,0.037642,-0.18016,-0.0075983
0.054687,0.13434,-0.59095,-0.0028757,-0.065429,0.019357
0.98669,-0.048197,0.38875,0.045966,-0.00094182,0.094673
1.3769,-0.020684,0.17918,-0.0053496,-0.082786,-0.074994
-1.2728,-0.030168,0.10367,-0.039522,-0.019151,-0.040441
2.7026,-0.38837,0.65503,0.14208,-0.071827,0.062373
1.4148,0.37556,-0.071492,-0.035339,-0.24009,0.027942
-1.1415,-0.087542,-0.42404,-0.0063961,-0.23407,-0.080493
0.8587,0.2262,0.16912,0.053947,0.01192,0.013633
1.4787,0.11722,0.17641,-0.029133,0.16515,-0.0071795
-0.49795,-0.17073,-0.39824,0.022004,0.059198,0.067546
0.17178,0.04193,0.29594,-0.053595,0.022404,0.11224
-0.63539,-0.54098,-0.15821,0.10972,-0.030492,-0.040472
-1.4951,-0.25533,-0.15027,0.078801,-0.10324,0.05039
0.050875,0.30048,-1.0377,-0.098142,-0.074642,0.10954
0.57031,0.22744,0.18962,-0.074492,-0.2147,-0.00068716
0.74214,-0.19537,-0.049198,0.13003,0.1539,0.10078
1.4135,-0.65519,0.053508,0.055321,0.33695,0.057123
0.98656,0.3097,0.37024,-0.11147,-0.11879,-0.096701
-0.057942,-0.13814,0.19608,-0.014213,-0.026068,0.01277
-1.3795,-0.29457,0.20124,0.088362,0.14409,0.088923
-0.9482,0.24422,-0.020808,-0.071509,-0.22278,0.05355
1.5346,-0.010555,0.054234,-0.037973,0.006713,0.015528
0.21129,-0.46789,-0.13839,0.099597,0.073036,0.13242
0.87603,-0.083003,-0.069179,0.01199,-0.0805,0.050928
1.2425,0.12209,0.21732,0.1137,-0.036189,-0.062349
-1.4662,-0.13801,0.25699,-0.047667,0.010935,0.051343
1.1338,-0.043419,0.49855,0.062893,-0.068127,0.024055
0.42539,0.77867,-0.59112,-0.044398,-0.21256,-0.063179
1.0039,-0.2249,-0.17156,0.18816,0.028427,-0.11415
0.9074,0.2395,-0.24,0.0010749,-0.33174,-0.059961
0.093672,0.48568,-0.30234,-0.07239,0.16678,-0.021234
-0.5926,-0.12059,0.24078,-0.063978,0.080764,0.049798
-1.2617,-0.13602,0.17473,-0.08266,-0.057965,0.099366
-1.3823,0.20982,-0.13311,-0.079415,-0.15761,0.052281
-1.0369,-0.033134,-0.20275,-0.057427,0.023058,-0.02585
-0.6493,-0.23695,0.50287,0.084906,0.03625,-0.06411
0.34124,0.042358,0.41583,-0.035627,-0.01352,0.072316
0.86067,-0.10252,0.048472,0.0053988,-0.0080061,0.0097874
0.34689,-0.25565,0.36213,-0.062277,-0.046875,-0.076004
-0.66742,0.18476,0.11093,0.010911,-0.2497,0.012474
-1.3055,0.26573,-0.065483,0.0049545,-0.12049,-0.059135
1.2978,-0.31983,0.38065,-0.032187,-0.12371,0.055054
0.50231,-0.052686,0.27509,0.01101,-0.12171,0.028625
-0.34266,0.29426,-0.083384,-0.019455,0.099248,0.072286
0.21995,-0.055573,-0.27384,-0.066766,0.021395,0.10652
-1.4747,-0.25064,-0.26905,0.052267,0.11079,-0.0145
-0.23502,-0.03003,0.5892,-0.12395,-0.069592,0.03884
-0.48666,0.39347,0.089994,-0.075874,-0.001268,-0.0079404
1.2025,-0.02176,-0.063257,-0.043529,0.12758,-0.057781
-0.39241,0.097211,-0.4409,-0.07712,-0.27285,0.02268
-0.43993,0.24285,0.12894,0.086202,-0.22269,-0.18847
0.86986,0.012142,0.51059,-0.064013,0.050334,0.026923
-0.31943,0.29163,-0.1519,-0.052154,0.084222,-0.069847
0.37445,-0.23394,0.37045,0.019913,0.23101,-0.030352
0.98314,0.016014,0.072454,0.036464,-0.18649,0.026683
-0.41591,-0.017263,-0.027848,0.099117,0.10682,-0.12386
1.453,-0.13697,0.12292,-0.063011,0.068714,0.012764
0.89375,-0.32675,-0.12837,0.087341,-0.079465,0.04538
0.36408,0.48042,0.08735,-0.10068,0.045221,-0.028949
-0.16269,-0.036898,0.30388,0.051741,-0.017096,0.07728
0.55022,0.093282,0.41067,-0.053246,-0.040894,0.085295
0.08934,-0.086836,0.24876,-0.074043,0.11371,0.027888
-1.5154,0.17007,-0.41434,0.085611,0.073869,-0.17885
-1.7187,-0.70765,0.12805,0.18357,0.2123,-0.011246
1.3381,0.12312,-0.061485,0.050385,0.17957,-0.13552
-1.2795,0.11922,0.0038122,-0.053145,0.060899,-0.021034
-0.44426,-0.022247,0.19079,-0.054449,0.035868,-0.017914
-0.83597,0.6096,-0.23478,0.078199,0.069887,-0.13317
0.42282,0.10778,0.3328,0.10286,0.16133,-0.14684
-1.2076,0.015191,0.21777,-0.13894,0.13591,0.13898
-0.081701,0.30858,-0.36474,-0.11972,-0.094472,0.031378
-0.11544,-0.039404,0.2157,-0.072437,-0.18482,0.078705
0.49076,-0.23724,-0.20866,0.046213,0.095998,0.05497
0.13199,0.12916,0.42452,-0.041992,0.11893,0.080047
1.6309,-0.044247,-0.12008,0.038224,0.18202,-0.01054
0.3503,0.50855,-0.13025,-0.10468,0.025931,-0.0094532
1.4631,0.31963,-0.80852,0.062153,-0.060123,-0.014574
0.8314,-0.04,0.38077,0.021759,-0.051898,0.043672
-1.2077,0.17579,-0.61145,0.003684,-0.058107,0.0080004
0.091178,0.10439,0.13831,-0.067189,0.17332,-0.11536
0.92214,-0.45072,-0.22545,-0.035241,0.029379,-0.093591
-1.5736,0.24903,-0.61674,-0.05371,0.073377,0.065664
1.5056,0.25884,-0.16397,0.0079203,-0.041009,-0.0036896
0.96135,-0.13203,0.46056,0.094613,0.19546,-0.077045
0.088422,-0.22121,-0.030068,0.16399,-0.0089115,-0.064415
1.5452,0.50036,-0.33839,0.080173,-0.0024735,-0.1004
1.1932,0.12503,-0.34011,-0.050428,-0.027403,0.1409
-0.14944,0.20804,-0.15528,-0.017955,0.0020266,0.010685
-1.3683,0.45883,-0.31738,-0.095318,-0.2847,-0.073979
0.46962,0.33233,-0.061649,0.016975,0.11458,-0.10658
0.65445,0.10748,0.078016,0.017256,-0.093661,0.094676
0.84492,0.1558,0.22801,-0.074148,0.0094714,-0.0087443
-0.68855,0.43459,-0.27872,-0.037511,-0.086334,-0.022937
1.5934,0.11944,-0.0011631,0.090762,-0.19796,0.016444
2.2103,0.53585,0.23836,-0.11104,0.0324,-0.12745
-0.89622,-0.067706,-0.45854,0.028137,0.02643,-0.08443
1.2395,0.091785,-0.12421,-0.062086,-0.023719,-0.055753
-0.94479,-0.16379,0.29501,0.1972,-0.093319,0.058591
1.6588,0.30692,0.55197,-0.031672,-0.24574,-0.039425
1.3541,0.49592,-0.1866,-0.10109,0.013883,-0.1384
-0.54954,0.24005,-0.43528,0.11061,0.01735,-0.018844
-1.3117,-0.41576,0.40494,-0.025413,0.011185,0.092734
-0.72662,0.2058,0.057732,-0.02723,-0.017683,0.073384
-1.3364,0.052055,0.17459,-0.12959,0.12374,-0.039802
-1.7102,-0.46061,0.22099,0.038733,-0.082856,-0.085386
-0.93547,0.1071,-0.19418,-0.16216,-0.075253,0.1032
0.5938,-0.17379,-0.42097,-0.00082186,0.18723,-0.0096995
1.6701,0.1744,-0.086279,0.013238,0.067356,-0.05104
0.55495,0.42747,0.095943,-0.10614,-0.18272,0.010498
-1.1795,0.21389,-0.034578,-0.0038592,-0.23166,-0.052869
0.020949,-0.34303,0.61601,-0.042784,0.16379,0.079556
-0.060304,-0.62582,0.033079,-0.038771,0.16259,0.023102
-1.4011,-0.079022,-0.22602,0.017032,0.17907,-0.15584
1.2928,-0.21758,0.12108,0.050461,-0.18299,0.11241
1.1554,0.62662,0.12417,-0.094402,-0.26521,-0.044065
1.3775,-0.18489,0.06293,-0.16359,0.23605,0.060158
-1.7447,-0.14515,-0.26729,0.070754,0.016572,0.076742
-1.4154,-0.23599,-0.11795,0.022402,-0.11313,0.00050625
-1.0023,0.058575,0.22369,0.023235,-0.040539,0.079154
0.85726,-0.75042,0.21972,0.10202,0.11968,-0.060998
-1.4435,-0.0012298,-0.25734,0.064499,0.10797,0.054851
-0.060043,0.34204,0.026739,0.11982,-0.012099,-0.074042
-0.064375,-0.26571,0.51013,0.035168,0.19165,-0.01044
0.7273,-0.62998,0.4063,0.067301,0.2166,0.10808
1.7536,0.25836,-0.073115,0.027614,-0.1313,0.0048195
-1.32,0.17411,-0.064095,0.062973,0.042044,0.090263
1.3481,0.11357,-0.035957,0.0058604,0.22051,-0.043228
-1.6395,-0.54972,-0.22952,0.048039,-0.15148,0.10174
0.042608,0.0078717,0.55769,0.04159,-0.083108,-0.10263
-0.25279,-0.54372,-0.20876,-0.028901,-0.073453,0.064351
-0.18317,0.34926,-0.13453,0.057188,0.032517,0.014618
-1.4172,-0.075553,-0.31008,0.048309,-0.1372,0.037156
0.87288,-0.055391,0.069638,-0.0014373,-0.14248,-0.11062
1.5602,-0.30845,0.42876,0.067545,0.029989,0.049908
0.29097,0.17432,0.33696,0.0022793,-0.16182,-0.11706
1.0316,-0.6627,0.66246,0.18608,0.12429,-0.071205
-0.49585,-0.33475,-0.12738,0.14602,0.10407,0.033216
1.5812,0.49949,0.0024113,-0.10065,-0.037019,-0.085551
-0.25379,-0.12338,-0.26825,-0.055153,-0.031406,0.0068451
